Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
iion Pty Ltd,Colombia,bump,46560,tt13751472,tvSeries,"Comedy,Drama,Romance",B,,Not Available,serie,imdb,bump,,
OTTera.tv,Ecuador,vampirina: teenage vampire,46560,tt34385400,tvSeries,"Adventure,Comedy,Family",A,,Not Available,serie,imdb,vampirina: teenage vampire,,
OTTera.tv,Ecuador,sangre fría,46240,tt0411023,tvMiniSeries,"Horror,Mystery,Thriller",B,,Not Available,serie,imdb,sangre fría,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Chile,avenida brasil,46080,tt2303077,tvSeries,"Crime,Drama,Thriller",B,telenovela,Not Available,serie,imdb,avenida brasil,,
PML Digital,Argentina,rookie robot season 1,46080,,,,,,Not Available,serie,titulo,rookie robot,1,
OTTera.tv,Puerto Rico,real stories with christ - season three,45920,,,,,,Not Available,serie,titulo,real stories with christ,,
OTTera.tv,Panama,bonitos cubinhos - pbt season 1,45120,,,,,,Not Available,serie,titulo,bonitos cubinhos - pbt,1,
TCL ADs (APAC),Colombia,super truck season 1,44960,,,,,,Not Available,serie,titulo,super truck,1,
TCL ADS - Springserve,Argentina,shark academy original songs season 1,44160,,,,,,Not Available,serie,titulo,shark academy original songs,1,
OTTera.tv,Peru,chicken stew season 2,44160,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,2,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,forest frenzy of boonie bears season 4,44000,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,4,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,wendy perdida pero famosa,43760,tt29429100,tvSeries,Reality-TV,A,,Not Available,serie,imdb,wendy perdida pero famosa,,
Select Plus PTE LTD (CTV),Peru,please don't date him - trailer,43680,tt13394428,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,please don't date him,,
OTTera.tv,Peru,inuyasha temporada 1,43200,tt0290223,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,inuyasha,1,
TCL ADs (APAC),Mexico,robofuse season 1,43040,,,,,,Not Available,serie,titulo,robofuse,1,
OTTera.tv,Dominican Republic,e1. papua new guinea,42720,,,,,,Not Available,serie,titulo,papua new guinea,,1
TCL ADs (APAC),Chile,super truck season 1,42240,,,,,,Not Available,serie,titulo,super truck,1,
OTTera.tv,Argentina,jamilla alladin-ep04-balloons to baghdad,42000,,,,,,Not Available,serie,titulo,jamilla alladin,,4
TCL ADs (APAC),Argentina,epic trails: s1. epic trails,41920,tt11169770,tvSeries,Adventure,A,,Not Available,serie,imdb,epic trails,1,
Vidaa,Mexico,relatos macabrones,41920,tt12958188,tvSeries,"Comedy,Horror",A,,Not Available,serie,imdb,relatos macabrones,,
TCL ADS - Springserve,Dominican Republic,e7. exo planets,41760,,,,,,Not Available,serie,titulo,exo planets,,7
iion Pty Ltd,Chile,super police barry（english) season 1,41760,,,,,,Not Available,serie,titulo,super police barry（english),1,
TCL ADs (APAC),Colombia,dog whisperer,41440,tt0423642,tvSeries,"Family,Reality-TV",A,,Not Available,serie,imdb,dog whisperer,,
