Publisher,Country,contentTitle,contentGenre,contentCategory_relleno,cat_nombres,evidencia,veredicto,detalle,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,genero_vs_imdb,conflicto_intra_titulo,Total Requests,prop_iab22,prop_iab22_nombres,prop_iab10,nivel_actual,nivel_propuesto,prop_evidencia,prop_forma_origen
Vidaa,Mexico,maria de todos los angeles,comedy,[IAB12],News,externa,contradice,vertical:noticias,tt1487513,tvSeries,Comedy,A,coincide,vertical,10465440,[646],Television > Comedy TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,rubi,drama,[IAB12],News,externa,contradice,vertical:noticias,tt2418558,movie,"Adventure,Drama,Family",B,coincide,vertical,10282480,"[325, 333, 334, 331, 335, 326, 327, 336]",Movies > Action and Adventure Movies | Movies > Drama Movies | Movies > Family and Children Movies | Movies > Crime and Mystery Movies | Movies > Fantasy Movies | Movies > Romance Movies | Movies > Science Fiction Movies | Movies > Horror Movies,[IAB1-5],1,3,externa,imdb
Vidaa,Mexico,corona de lagrimas,drama,[IAB12],News,externa,contradice,vertical:noticias,tt2365086,tvSeries,Drama,B,coincide,vertical,9785680,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,marimar,drama,[IAB12],News,externa,contradice,vertical:noticias,tt0130410,tvSeries,"Drama,Romance",B,coincide,vertical,9740400,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
OTTera.tv,Peru,hoovey,"drama,family,sports",[IAB1-7],Television,externa,contradice,forma:tv!=pelicula,tt2828884,movie,Drama,A,coincide,forma,9649440,[333],Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,triunfo del amor,drama,[IAB12],News,externa,contradice,vertical:noticias,tt1743281,tvSeries,"Drama,Romance,Thriller",A,coincide,,9116480,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,mi marido tiene familia,drama,[IAB12],News,externa,contradice,vertical:noticias,tt6938094,tvSeries,"Comedy,Drama",A,coincide,vertical,8914400,"[646, 647, 642]",Television > Comedy TV | Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,un refugio para el amor,drama,[IAB12],News,externa,contradice,vertical:noticias,tt2186523,tvSeries,"Drama,Romance",B,coincide,vertical,8661280,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,distrito comedia,sitcom,[IAB12],News,interna,contradice,vertical:noticias,,,,,no_comparable,,8537920,"[330, 646]",Movies > Comedy Movies | Television > Comedy TV,[IAB1],1,2,interna,
Vidaa,Mexico,tlnovelas,soap,[IAB12],News,interna,contradice,vertical:noticias,,,,,no_comparable,,8383840,[642],Television > Soap Opera TV,[IAB1-7],1,3,interna,genero
