Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
TCL ADS - Springserve,Argentina,chicken stew season 6,46733600,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,nfl,24044320,tt38908320,tvSeries,Sport,A,,Not Available,serie,imdb,nfl,,
Televisa Univision via SpringServe,Mexico,las tontas no van al cielo,14700640,tt1149586,tvSeries,"Comedy,Romance",A,telenovela,Not Available,serie,imdb,las tontas no van al cielo,,
iion Pty Ltd,Colombia,forest frenzy of boonie bears season 4,14110320,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,4,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,perdona nuestros pecados,12722880,tt6645602,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,perdona nuestros pecados,,
iion Pty Ltd,Mexico,the baddest bad boy,10769120,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,un gancho al corazon,10694240,tt1285297,tvSeries,"Comedy,Drama,Romance",A,telenovela,Not Available,serie,imdb,un gancho al corazon,,
Televisa Univision via SpringServe,Mexico,soy tu duena,8998400,tt1630269,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,soy tu duena,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,las hijas de la senora garcia,7582720,tt32872848,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,las hijas de la senora garcia,,
Televisa Univision via SpringServe,Mexico,dos mujeres un camino,7303200,tt0222547,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,dos mujeres un camino,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,maria de todos los angeles,5141040,tt1487513,tvSeries,Comedy,A,,Not Available,serie,imdb,maria de todos los angeles,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,nosotros los guapos,5077120,tt7112114,tvSeries,Comedy,A,,Not Available,serie,imdb,nosotros los guapos,,
METAX SOFTWARE PTE. LTD.,Paraguay,the explorers,4385120,tt0315003,tvMiniSeries,Documentary,B,,Not Available,serie,imdb,the explorers,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,atrevete a sonar,3773600,tt1364356,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,atrevete a sonar,,
iion Pty Ltd,Mexico,the adventures of danny & the dingo,2999200,tt1302810,tvSeries,Sport,A,,Not Available,serie,imdb,the adventures of danny & the dingo,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,tres veces ana,2640320,tt5378734,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,tres veces ana,,
Vidaa,Mexico,muchachitas,2484400,tt0191705,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,muchachitas,,
Vidaa,Mexico,simplemente maria,2232080,tt0211866,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,simplemente maria,,
Vidaa,Mexico,el renacer de luna,2207360,tt40588864,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,el renacer de luna,,
iion Pty Ltd,Mexico,grudge talk,2058560,tt31709881,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge talk,,
OTTera.tv,Mexico,malcolm%20in%20the%20middle,1911680,tt0212671,tvSeries,"Comedy,Drama,Family",A,,Not Available,serie,imdb,malcolm%20in%20the%20middle,,
iion Pty Ltd,Argentina,haus of horror,1553600,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
OTTera.tv,Chile,haus of horror,1335680,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,tiempo de amar,1261760,tt5133998,tvSeries,"Drama,Romance",B,,Not Available,serie,imdb,tiempo de amar,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,maria mercedes,1201440,tt0163465,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,maria mercedes,,
PML Digital,Argentina,northwest passage: trailer,1109120,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
OTTera.tv,Mexico,continuum: trailer,1078240,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
TCL ADS - Springserve,Mexico,chicken stew season 5,899200,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,5,
iion Pty Ltd,Mexico,breathe,875200,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
TCL ADS - Springserve,Argentina,alba marina,860480,tt0361143,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,alba marina,,
TCL ADs (APAC),Mexico,something scary season 2,858880,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,2,
Select Plus PTE LTD (CTV),Colombia,judas,823360,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
Televisa Univision via SpringServe,Mexico,lola erase una vez,784320,tt0970040,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,lola erase una vez,,
"VGI CTV, Inc APAC",Mexico,la gata,774080,tt3596316,tvSeries,"Action,Drama,Family",B,telenovela,Not Available,serie,imdb,la gata,,
OTTera.tv,Mexico,notorious%3a%20trailer,731040,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious%3a%20trailer,,
TCL ADS - Springserve,Dominican Republic,chronic horror,698240,tt13415674,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,chronic horror,,
iion Pty Ltd,Colombia,haus of horror,662400,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
Televisa Univision via SpringServe,Mexico,triunfo del amor,642720,tt1743281,tvSeries,"Drama,Romance,Thriller",A,telenovela,Not Available,serie,imdb,triunfo del amor,,
iion Pty Ltd,Mexico,chicken stew season 1,622080,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
iion Pty Ltd,Mexico,forest frenzy of boonie bears season 3,593440,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,40 y 20,586400,tt5711512,tvSeries,Comedy,A,,Not Available,serie,imdb,40 y 20,,
iion Pty Ltd,Argentina,just us,580000,tt0305713,tvSeries,Family,B,,Not Available,serie,imdb,just us,,
iion Pty Ltd,Chile,something scary season 1,574560,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,amores con trampa,573280,tt4469514,tvSeries,"Comedy,Romance",A,telenovela,Not Available,serie,imdb,amores con trampa,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,lola erase una vez,572480,tt0970040,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,lola erase una vez,,
